 Percent |	Source code & Disassembly of sort for cycles
    0.00 :	  3516a0baa7:   je     3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0baad:   movzbl 0x4(%r12),%ecx
    0.00 :	  3516a0bab3:   mov    %r12,%rax
    0.00 :	  3516a0bab6:   mov    %rbx,%rdx
    0.00 :	  3516a0bab9:   shr    $0x4,%cl
    0.00 :	  3516a0babc:   test   %cl,%cl
    0.00 :	  3516a0babe:   je     3516a0bb70 <_dl_relocate_object+0x880>
    0.00 :	  3516a0bac4:   cmp    0x3f8(%rbx),%r12
    0.00 :	  3516a0bacb:   je     3516a0c17a <_dl_relocate_object+0xe8a>
    0.00 :	  3516a0bad1:   cmp    $0x10,%r14
    0.00 :	  3516a0bad5:   sete   %al
    0.00 :	  3516a0bad8:   cmp    $0x7,%r14
    0.00 :	  3516a0badc:   sete   %dl
    0.00 :	  3516a0badf:   or     %edx,%eax
    0.00 :	  3516a0bae1:   test   %al,%al
    0.00 :	  3516a0bae3:   jne    3516a0bd70 <_dl_relocate_object+0xa80>
    0.00 :	  3516a0bae9:   cmp    $0x12,%r14
    0.00 :	  3516a0baed:   je     3516a0bd70 <_dl_relocate_object+0xa80>
    0.00 :	  3516a0baf3:   cmp    $0x11,%r14
    0.00 :	  3516a0baf7:   je     3516a0bd70 <_dl_relocate_object+0xa80>
    0.00 :	  3516a0bafd:   xor    %eax,%eax
    0.00 :	  3516a0baff:   cmp    $0x24,%r14
    0.00 :	  3516a0bb03:   sete   %al
    0.00 :	  3516a0bb06:   xor    %r9d,%r9d
    0.00 :	  3516a0bb09:   cmp    $0x5,%r14
    0.00 :	  3516a0bb0d:   mov    -0xb0(%rbp),%rdx
    0.00 :	  3516a0bb14:   sete   %r9b
    0.00 :	  3516a0bb18:   mov    -0xa0(%rbp),%rcx
    0.00 :	  3516a0bb1f:   xor    %r8d,%r8d
    0.00 :	  3516a0bb22:   add    %r9d,%r9d
    0.00 :	  3516a0bb25:   mov    %rbx,%rsi
    0.00 :	  3516a0bb28:   or     %eax,%r9d
    0.00 :	  3516a0bb2b:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0bb2f:   mov    %r9d,0x400(%rbx)
    0.00 :	  3516a0bb36:   mov    (%rax),%edi
    0.00 :	  3516a0bb38:   mov    %rax,0x3f8(%rbx)
    0.00 :	  3516a0bb3f:   add    -0xa8(%rbp),%rdi
    0.00 :	  3516a0bb46:   movq   $0x0,0x8(%rsp)
    0.00 :	  3516a0bb4f:   movl   $0x1,(%rsp)
    0.00 :	  3516a0bb56:   callq  3516a09cf0 <_dl_lookup_symbol_x>
    0.00 :	  3516a0bb5b:   mov    %rax,%rdx
    0.00 :	  3516a0bb5e:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0bb62:   mov    %rdx,0x408(%rbx)
    0.00 :	  3516a0bb69:   mov    %rax,0x410(%rbx)
    0.00 :	  3516a0bb70:   xor    %esi,%esi
    0.00 :	  3516a0bb72:   test   %rax,%rax
    0.00 :	  3516a0bb75:   je     3516a0bb8e <_dl_relocate_object+0x89e>
    0.00 :	  3516a0bb77:   movzbl 0x4(%rax),%ecx
    0.00 :	  3516a0bb7b:   mov    0x8(%rax),%rsi
    0.00 :	  3516a0bb7f:   add    (%rdx),%rsi
    0.00 :	  3516a0bb82:   and    $0xf,%ecx
    0.00 :	  3516a0bb85:   cmp    $0xa,%ecx
    0.00 :	  3516a0bb88:   je     3516a0c0b4 <_dl_relocate_object+0xdc4>
    0.00 :	  3516a0bb8e:   cmp    $0x25,%r14
    0.00 :	  3516a0bb92:   ja     3516a0b6c1 <_dl_relocate_object+0x3d1>
    0.00 :	  3516a0bb98:   lea    0xe719(%rip),%rcx        # 3516a1a2b8 <expected2.13259+0xa8>
    0.00 :	  3516a0bb9f:   movslq (%rcx,%r14,4),%rax
    0.00 :	  3516a0bba3:   add    %rcx,%rax
    0.00 :	  3516a0bba6:   jmpq   *%rax
    0.00 :	  3516a0bba8:   add    (%rbx),%rdx
    0.00 :	  3516a0bbab:   mov    %rdx,0x3e0(%rbx)
    0.00 :	  3516a0bbb2:   lea    0x18(%rax),%rdx
    0.00 :	  3516a0bbb6:   mov    %rdx,0x3e8(%rbx)
    0.00 :	  3516a0bbbd:   jmpq   3516a0b763 <_dl_relocate_object+0x473>
    0.00 :	  3516a0bbc2:   add    0x10(%r13),%rsi
    0.00 :	  3516a0bbc6:   mov    %rsi,(%r15)
    0.00 :	  3516a0bbc9:   nopl   0x0(%rax)
    0.00 :	  3516a0bbd0:   add    $0x18,%r13
    0.00 :	  3516a0bbd4:   cmp    %r13,-0x90(%rbp)
    0.00 :	  3516a0bbdb:   ja     3516a0ba70 <_dl_relocate_object+0x780>
    0.00 :	  3516a0bbe1:   jmpq   3516a0b491 <_dl_relocate_object+0x1a1>
    0.00 :	  3516a0bbe6:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0bbea:   test   %rax,%rax
    0.00 :	  3516a0bbed:   je     3516a0bd9c <_dl_relocate_object+0xaac>
    0.00 :	  3516a0bbf3:   mov    0x440(%rdx),%rcx
    0.00 :	  3516a0bbfa:   cmp    $0x1,%rcx
    0.00 :	  3516a0bbfe:   je     3516a0bec6 <_dl_relocate_object+0xbd6>
    0.00 :	  3516a0bc04:   test   %rcx,%rcx
    0.00 :	  3516a0bc07:   je     3516a0c086 <_dl_relocate_object+0xd96>
    0.00 :	  3516a0bc0d:   mov    0x10(%r13),%rdx
    0.00 :	  3516a0bc11:   add    0x8(%rax),%rdx
    0.00 :	  3516a0bc15:   lea    0xab54(%rip),%rax        # 3516a16770 <_dl_tlsdesc_return>
    0.00 :	  3516a0bc1c:   sub    %rcx,%rdx
    0.00 :	  3516a0bc1f:   mov    %rdx,0x8(%r15)
    0.00 :	  3516a0bc23:   mov    %rax,(%r15)
    0.00 :	  3516a0bc26:   jmp    3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bc28:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0bc2c:   test   %rax,%rax
    0.00 :	  3516a0bc2f:   je     3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bc31:   mov    0x440(%rdx),%rcx
    0.00 :	  3516a0bc38:   cmp    $0x1,%rcx
    0.00 :	  3516a0bc3c:   jbe    3516a0c060 <_dl_relocate_object+0xd70>
    0.00 :	  3516a0bc42:   mov    0x10(%r13),%rdx
    0.00 :	  3516a0bc46:   add    0x8(%rax),%rdx
    0.00 :	  3516a0bc4a:   sub    %rcx,%rdx
    0.00 :	  3516a0bc4d:   mov    %rdx,(%r15)
    0.00 :	  3516a0bc50:   jmpq   3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bc55:   mov    -0x38(%rbp),%rdx
    0.00 :	  3516a0bc59:   test   %rdx,%rdx
    0.00 :	  3516a0bc5c:   je     3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bc62:   mov    0x10(%r13),%rax
    0.00 :	  3516a0bc66:   add    0x8(%rdx),%rax
    0.00 :	  3516a0bc6a:   mov    %rax,(%r15)
    0.00 :	  3516a0bc6d:   jmpq   3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bc72:   test   %rdx,%rdx
    0.00 :	  3516a0bc75:   je     3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bc7b:   mov    0x448(%rdx),%rax
    0.00 :	  3516a0bc82:   mov    %rax,(%r15)
    0.00 :	  3516a0bc85:   jmpq   3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bc8a:   add    0x10(%r13),%rsi
    0.00 :	  3516a0bc8e:   mov    $0xffffffff,%edx
    0.00 :	  3516a0bc93:   cmp    %rdx,%rsi
    0.00 :	  3516a0bc96:   mov    %esi,(%r15)
    0.00 :	  3516a0bc99:   jbe    3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bc9f:   lea    0x107ca(%rip),%rsi        # 3516a1c470 <expected1.10492+0x100f>
    0.00 :	  3516a0bca6:   jmpq   3516a0bd35 <_dl_relocate_object+0xa45>
    0.00 :	  3516a0bcab:   nopl   0x0(%rax,%rax,1)
    0.00 :	  3516a0bcb0:   mov    0x10(%r13),%rax
    0.00 :	  3516a0bcb4:   add    (%rbx),%rax
    0.00 :	  3516a0bcb7:   callq  *%rax
    0.00 :	  3516a0bcb9:   mov    %rax,(%r15)
    0.00 :	  3516a0bcbc:   jmpq   3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bcc1:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0bcc5:   test   %rax,%rax
    0.00 :	  3516a0bcc8:   je     3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bcce:   mov    0x10(%r12),%rdx
    0.00 :	  3516a0bcd3:   cmp    %rdx,0x10(%rax)
    0.00 :	  3516a0bcd7:   mov    %r15,%rdi
    0.00 :	  3516a0bcda:   cmovbe 0x10(%rax),%rdx
    0.00 :	  3516a0bcdf:   callq  3516a184b0 <memcpy>
    0.00 :	  3516a0bce4:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0bce8:   mov    0x10(%r12),%rsi
    0.00 :	  3516a0bced:   cmp    %rsi,0x10(%rax)
    0.00 :	  3516a0bcf1:   ja     3516a0c054 <_dl_relocate_object+0xd64>
    0.00 :	  3516a0bcf7:   jae    3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bcfd:   cmpl   $0x0,0x213ed0(%rip)        # 3516c1fbd4 <_rtld_global_ro+0x34>
    0.00 :	  3516a0bd04:   lea    0x107e5(%rip),%rsi        # 3516a1c4f0 <expected1.10492+0x108f>
    0.00 :	  3516a0bd0b:   jne    3516a0bd35 <_dl_relocate_object+0xa45>
    0.00 :	  3516a0bd0d:   jmpq   3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bd12:   nopw   0x0(%rax,%rax,1)
    0.00 :	  3516a0bd18:   sub    %r15,%rsi
    0.00 :	  3516a0bd1b:   add    0x10(%r13),%rsi
    0.00 :	  3516a0bd1f:   movslq %esi,%rax
    0.00 :	  3516a0bd22:   mov    %esi,(%r15)
    0.00 :	  3516a0bd25:   cmp    %rax,%rsi
    0.00 :	  3516a0bd28:   je     3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bd2e:   lea    0x1077b(%rip),%rsi        # 3516a1c4b0 <expected1.10492+0x104f>
    0.00 :	  3516a0bd35:   mov    0x213e4c(%rip),%rdx        # 3516c1fb88 <_dl_argv>
    0.00 :	  3516a0bd3c:   mov    0x68(%rbx),%rax
    0.00 :	  3516a0bd40:   lea    0xefbf(%rip),%rcx        # 3516a1ad06 <intel_02_known+0x246>
    0.00 :	  3516a0bd47:   mov    $0x2,%edi
    0.00 :	  3516a0bd4c:   mov    (%rdx),%rdx
    0.00 :	  3516a0bd4f:   test   %rdx,%rdx
    0.00 :	  3516a0bd52:   cmove  %rcx,%rdx
    0.00 :	  3516a0bd56:   mov    (%r12),%ecx
    0.00 :	  3516a0bd5a:   add    0x8(%rax),%rcx
    0.00 :	  3516a0bd5e:   xor    %eax,%eax
    0.00 :	  3516a0bd60:   callq  3516a0f470 <_dl_dprintf>
    0.00 :	  3516a0bd65:   jmpq   3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bd6a:   nopw   0x0(%rax,%rax,1)
    0.00 :	  3516a0bd70:   mov    $0x1,%eax
    0.00 :	  3516a0bd75:   jmpq   3516a0bb06 <_dl_relocate_object+0x816>
    0.00 :	  3516a0bd7a:   mov    -0x68(%rbp),%rax
    0.00 :	  3516a0bd7e:   xor    %edx,%edx
    0.00 :	  3516a0bd80:   jmpq   3516a0b428 <_dl_relocate_object+0x138>
    0.00 :	  3516a0bd85:   mov    0x10(%r13),%rax
    0.00 :	  3516a0bd89:   mov    %rax,0x8(%r15)
    0.00 :	  3516a0bd8d:   lea    0xa9ec(%rip),%rax        # 3516a16780 <_dl_tlsdesc_undefweak>
    0.00 :	  3516a0bd94:   mov    %rax,(%r15)
    0.00 :	  3516a0bd97:   jmpq   3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0bd9c:   mov    0x10(%r13),%rax
    0.00 :	  3516a0bda0:   lea    0xa9d9(%rip),%rsi        # 3516a16780 <_dl_tlsdesc_undefweak>
    0.00 :	  3516a0bda7:   mov    %rax,0x8(%r15)
    0.00 :	  3516a0bdab:   mov    %rsi,(%r15)
    0.00 :	  3516a0bdae:   jmpq   3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bdb3:   cmp    $0x24,%rsi
    0.00 :	  3516a0bdb7:   jne    3516a0bee9 <_dl_relocate_object+0xbf9>
    0.00 :	  3516a0bdbd:   mov    0x290(%rbx),%rdx
    0.00 :	  3516a0bdc4:   mov    %r14,0x8(%r13)
    0.00 :	  3516a0bdc8:   mov    (%rbx),%rax
    0.00 :	  3516a0bdcb:   add    0x8(%rdx),%rax
    0.00 :	  3516a0bdcf:   mov    %rax,0x0(%r13)
    0.00 :	  3516a0bdd3:   jmpq   3516a0b488 <_dl_relocate_object+0x198>
    0.00 :	  3516a0bdd8:   mov    %r13,%rdx
    0.00 :	  3516a0bddb:   sub    0x3e8(%rbx),%rdx
    0.00 :	  3516a0bde2:   lea    (%rax,%rdx,2),%rax
    0.00 :	  3516a0bde6:   mov    %rax,0x0(%r13)
    0.00 :	  3516a0bdea:   jmpq   3516a0b488 <_dl_relocate_object+0x198>
    0.00 :	  3516a0bdef:   mov    0x10(%r13),%rax
    0.00 :	  3516a0bdf3:   add    (%rbx),%rax
    0.00 :	  3516a0bdf6:   mov    %rax,(%r15)
    0.00 :	  3516a0bdf9:   jmpq   3516a0b820 <_dl_relocate_object+0x530>
    0.00 :	  3516a0bdfe:   cmp    $0x10,%r14
    0.00 :	  3516a0be02:   sete   %al
    0.00 :	  3516a0be05:   cmp    $0x7,%r14
    0.00 :	  3516a0be09:   sete   %dl
    0.00 :	  3516a0be0c:   or     %dl,%al
    0.00 :	  3516a0be0e:   jne    3516a0be80 <_dl_relocate_object+0xb90>
    0.00 :	  3516a0be10:   cmp    $0x12,%r14
    0.00 :	  3516a0be14:   je     3516a0be80 <_dl_relocate_object+0xb90>
    0.00 :	  3516a0be16:   cmp    $0x11,%r14
    0.00 :	  3516a0be1a:   je     3516a0be80 <_dl_relocate_object+0xb90>
    0.00 :	  3516a0be1c:   xor    %ecx,%ecx
    0.00 :	  3516a0be1e:   cmp    $0x24,%r14
    0.00 :	  3516a0be22:   sete   %cl
    0.00 :	  3516a0be25:   xor    %edx,%edx
    0.00 :	  3516a0be27:   cmp    $0x5,%r14
    0.00 :	  3516a0be2b:   sete   %dl
    0.00 :	  3516a0be2e:   add    %edx,%edx
    0.00 :	  3516a0be30:   or     %ecx,%edx
    0.00 :	  3516a0be32:   cmp    0x400(%rbx),%edx
    0.00 :	  3516a0be38:   jne    3516a0b5eb <_dl_relocate_object+0x2fb>
    0.00 :	  3516a0be3e:   mov    0x410(%rbx),%rax
    0.00 :	  3516a0be45:   addq   $0x1,0x214b33(%rip)        # 3516c20980 <_rtld_global+0x980>
    0.00 :	  3516a0be4d:   mov    0x408(%rbx),%rdx
    0.00 :	  3516a0be54:   mov    %rax,-0x38(%rbp)
    0.00 :	  3516a0be58:   jmpq   3516a0b699 <_dl_relocate_object+0x3a9>
    0.00 :	  3516a0be5d:   cmpw   $0x0,0x6(%rax)
    0.00 :	  3516a0be62:   je     3516a0b6b7 <_dl_relocate_object+0x3c7>
    0.00 :	  3516a0be68:   mov    %rdx,-0xd0(%rbp)
    0.00 :	  3516a0be6f:   callq  *%rsi
    0.00 :	  3516a0be71:   mov    -0xd0(%rbp),%rdx
    0.00 :	  3516a0be78:   mov    %rax,%rsi
    0.00 :	  3516a0be7b:   jmpq   3516a0b6b7 <_dl_relocate_object+0x3c7>
    0.00 :	  3516a0be80:   mov    $0x1,%ecx
    0.00 :	  3516a0be85:   jmp    3516a0be25 <_dl_relocate_object+0xb35>
    0.00 :	  3516a0be87:   mov    0x8(%rbx),%rsi
    0.00 :	  3516a0be8b:   lea    0xf012(%rip),%rdx        # 3516a1aea4 <intel_02_known+0x3e4>
    0.00 :	  3516a0be92:   lea    0xf3ed(%rip),%rax        # 3516a1b286 <curwd.12277+0x108>
    0.00 :	  3516a0be99:   test   %r12d,%r12d
    0.00 :	  3516a0be9c:   cmovne %rax,%rdx
    0.00 :	  3516a0bea0:   cmpb   $0x0,(%rsi)
    0.00 :	  3516a0bea3:   jne    3516a0beaf <_dl_relocate_object+0xbbf>
    0.00 :	  3516a0bea5:   mov    0x213cdc(%rip),%rax        # 3516c1fb88 <_dl_argv>
    0.00 :	  3516a0beac:   mov    (%rax),%rsi
    0.00 :	  3516a0beaf:   lea    0xf3d8(%rip),%rdi        # 3516a1b28e <curwd.12277+0x110>
    0.00 :	  3516a0beb6:   xor    %eax,%eax
    0.00 :	  3516a0beb8:   callq  3516a0f5c0 <_dl_debug_printf>
    0.00 :	  3516a0bebd:   jmpq   3516a0b360 <_dl_relocate_object+0x70>
    0.00 :	  3516a0bec2:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0bec6:   mov    0x10(%r13),%rsi
    0.00 :	  3516a0beca:   add    0x8(%rax),%rsi
    0.00 :	  3516a0bece:   mov    %rdx,%rdi
    0.00 :	  3516a0bed1:   callq  3516a162d0 <_dl_make_tlsdesc_dynamic>
    0.00 :	  3516a0bed6:   lea    0xa8b3(%rip),%rdi        # 3516a16790 <_dl_tlsdesc_dynamic>
    0.00 :	  3516a0bedd:   mov    %rax,0x8(%r15)
    0.00 :	  3516a0bee1:   mov    %rdi,(%r15)
    0.00 :	  3516a0bee4:   jmpq   3516a0bbd0 <_dl_relocate_object+0x8e0>
    0.00 :	  3516a0bee9:   cmp    $0x25,%rsi
    0.00 :	  3516a0beed:   je     3516a0bf88 <_dl_relocate_object+0xc98>
    0.00 :	  3516a0bef3:   mov    $0x1,%edx
    0.00 :	  3516a0bef8:   mov    %rbx,%rdi
    0.00 :	  3516a0befb:   callq  3516a0b040 <_dl_reloc_bad_type>
    0.00 :	  3516a0bf00:   mov    0x213d11(%rip),%rdi        # 3516c1fc18 <_rtld_global_ro+0x78>
    0.00 :	  3516a0bf07:   lea    0x87c2(%rip),%rdx        # 3516a146d0 <_dl_runtime_profile>
    0.00 :	  3516a0bf0e:   mov    %rdx,0x10(%rax)
    0.00 :	  3516a0bf12:   test   %rdi,%rdi
    0.00 :	  3516a0bf15:   je     3516a0b394 <_dl_relocate_object+0xa4>
    0.00 :	  3516a0bf1b:   mov    %rbx,%rsi
    0.00 :	  3516a0bf1e:   callq  3516a0ee50 <_dl_name_match_p>
    0.00 :	  3516a0bf23:   test   %eax,%eax
    0.00 :	  3516a0bf25:   je     3516a0b394 <_dl_relocate_object+0xa4>
    0.00 :	  3516a0bf2b:   mov    %rbx,0x214a3e(%rip)        # 3516c20970 <_rtld_global+0x970>
    0.00 :	  3516a0bf32:   jmpq   3516a0b394 <_dl_relocate_object+0xa4>
    0.00 :	  3516a0bf37:   mov    0x2a0(%rbx),%rax
    0.00 :	  3516a0bf3e:   movq   $0x0,-0xc8(%rbp)
    0.00 :	  3516a0bf49:   mov    $0x2ffffffff,%r15
    0.00 :	  3516a0bf53:   movzwl 0x2b0(%rbx),%edx
    0.00 :	  3516a0bf5a:   mov    %r12d,%r14d
    0.00 :	  3516a0bf5d:   mov    %rax,%r13
    0.00 :	  3516a0bf60:   jmp    3516a0bf73 <_dl_relocate_object+0xc83>
    0.00 :	  3516a0bf62:   mov    %r15,%rcx
    0.00 :	  3516a0bf65:   and    0x0(%r13),%rcx
    0.00 :	  3516a0bf69:   cmp    $0x1,%rcx
    0.00 :	  3516a0bf6d:   je     3516a0bfa8 <_dl_relocate_object+0xcb8>
    0.00 :	  3516a0bf6f:   add    $0x38,%r13
    0.00 :	  3516a0bf73:   imul   $0x38,%rdx,%rcx
    0.00 :	  3516a0bf77:   lea    (%rax,%rcx,1),%rcx
    0.00 :	  3516a0bf7b:   cmp    %rcx,%r13
    0.00 :	  3516a0bf7e:   jb     3516a0bf62 <_dl_relocate_object+0xc72>
    0.00 :	  3516a0bf80:   mov    %r14d,%r12d
    0.00 :	  3516a0bf83:   jmpq   3516a0b379 <_dl_relocate_object+0x89>
    0.00 :	  3516a0bf88:   mov    0x10(%r14),%rax
    0.00 :	  3516a0bf8c:   add    (%rbx),%rax
    0.00 :	  3516a0bf8f:   mov    %r10,-0xd0(%rbp)
    0.00 :	  3516a0bf96:   callq  *%rax
    0.00 :	  3516a0bf98:   mov    -0xd0(%rbp),%r10
    0.00 :	  3516a0bf9f:   mov    %rax,0x0(%r13)
    0.00 :	  3516a0bfa3:   jmpq   3516a0b488 <_dl_relocate_object+0x198>
    0.00 :	  3516a0bfa8:   mov    0x10(%r13),%rax
    0.00 :	  3516a0bfac:   mov    0x213c05(%rip),%rdx        # 3516c1fbb8 <_rtld_global_ro+0x18>
    0.00 :	  3516a0bfb3:   sub    $0x30,%rsp
    0.00 :	  3516a0bfb7:   lea    0x1f(%rsp),%r12
    0.00 :	  3516a0bfbc:   mov    %rax,%rcx
    0.00 :	  3516a0bfbf:   add    0x28(%r13),%rcx
    0.00 :	  3516a0bfc3:   mov    %rdx,%rdi
    0.00 :	  3516a0bfc6:   neg    %rdi
    0.00 :	  3516a0bfc9:   and    $0xfffffffffffffff0,%r12
    0.00 :	  3516a0bfcd:   and    %rdi,%rax
    0.00 :	  3516a0bfd0:   lea    -0x1(%rdx,%rcx,1),%rsi
    0.00 :	  3516a0bfd5:   mov    $0x3,%edx
    0.00 :	  3516a0bfda:   and    %rdi,%rsi
    0.00 :	  3516a0bfdd:   sub    %rax,%rsi
    0.00 :	  3516a0bfe0:   mov    %rsi,0x8(%r12)
    0.00 :	  3516a0bfe5:   and    0x10(%r13),%rdi
    0.00 :	  3516a0bfe9:   add    (%rbx),%rdi
    0.00 :	  3516a0bfec:   mov    %rdi,(%r12)
    0.00 :	  3516a0bff0:   callq  3516a16f40 <__mprotect>
    0.00 :	  3516a0bff5:   test   %eax,%eax
    0.00 :	  3516a0bff7:   js     3516a0c03c <_dl_relocate_object+0xd4c>
    0.00 :	  3516a0bff9:   mov    0x4(%r13),%eax
    0.00 :	  3516a0bffd:   mov    $0x73516240,%esi
    0.00 :	  3516a0c002:   mov    -0xc8(%rbp),%rdi
    0.00 :	  3516a0c009:   movzwl 0x2b0(%rbx),%edx
    0.00 :	  3516a0c010:   mov    %r12,-0xc8(%rbp)
    0.00 :	  3516a0c017:   and    $0x7,%eax
    0.00 :	  3516a0c01a:   mov    %rdi,0x18(%r12)
    0.00 :	  3516a0c01f:   shl    $0x2,%eax
    0.00 :	  3516a0c022:   mov    %eax,%ecx
    0.00 :	  3516a0c024:   sar    %cl,%esi
    0.00 :	  3516a0c026:   mov    %esi,%eax
    0.00 :	  3516a0c028:   and    $0xf,%eax
    0.00 :	  3516a0c02b:   mov    %eax,0x10(%r12)
    0.00 :	  3516a0c030:   mov    0x2a0(%rbx),%rax
    0.00 :	  3516a0c037:   jmpq   3516a0bf6f <_dl_relocate_object+0xc7f>
    0.00 :	  3516a0c03c:   lea    0x103fd(%rip),%rcx        # 3516a1c440 <expected1.10492+0xfdf>
    0.00 :	  3516a0c043:   mov    0x8(%rbx),%rsi
    0.00 :	  3516a0c047:   mov    0x2150f7(%rip),%edi        # 3516c21144 <rtld_errno>
    0.00 :	  3516a0c04d:   xor    %edx,%edx
    0.00 :	  3516a0c04f:   callq  3516a0e220 <_dl_signal_error>
    0.00 :	  3516a0c054:   lea    0x10495(%rip),%rsi        # 3516a1c4f0 <expected1.10492+0x108f>
    0.00 :	  3516a0c05b:   jmpq   3516a0bd35 <_dl_relocate_object+0xa45>
    0.00 :	  3516a0c060:   mov    %rdx,%rdi
    0.00 :	  3516a0c063:   mov    %rdx,-0xd0(%rbp)
    0.00 :	  3516a0c06a:   callq  3516a0b2c0 <_dl_allocate_static_tls>
    0.00 :	  3516a0c06f:   mov    -0xd0(%rbp),%rdx
    0.00 :	  3516a0c076:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0c07a:   mov    0x440(%rdx),%rcx
    0.00 :	  3516a0c081:   jmpq   3516a0bc42 <_dl_relocate_object+0x952>
    0.00 :	  3516a0c086:   mov    %rdx,%rdi
    0.00 :	  3516a0c089:   mov    %rdx,-0xd0(%rbp)
    0.00 :	  3516a0c090:   callq  3516a0b1f0 <_dl_try_allocate_static_tls>
    0.00 :	  3516a0c095:   test   %eax,%eax
    0.00 :	  3516a0c097:   mov    -0xd0(%rbp),%rdx
    0.00 :	  3516a0c09e:   jne    3516a0bec2 <_dl_relocate_object+0xbd2>
    0.00 :	  3516a0c0a4:   mov    -0x38(%rbp),%rax
    0.00 :	  3516a0c0a8:   mov    0x440(%rdx),%rcx
    0.00 :	  3516a0c0af:   jmpq   3516a0bc0d <_dl_relocate_object+0x91d>
    0.00 :	  3516a0c0b4:   cmpw   $0x0,0x6(%rax)
    0.00 :	  3516a0c0b9:   je     3516a0bb8e <_dl_relocate_object+0x89e>
    0.00 :	  3516a0c0bf:   mov    %rdx,-0xd0(%rbp)
    0.00 :	  3516a0c0c6:   callq  *%rsi
    0.00 :	  3516a0c0c8:   mov    -0xd0(%rbp),%rdx
    0.00 :	  3516a0c0cf:   mov    %rax,%rsi
    0.00 :	  3516a0c0d2:   jmpq   3516a0bb8e <_dl_relocate_object+0x89e>
    0.00 :	  3516a0c0d7:   mov    -0xc8(%rbp),%r12
    0.00 :	  3516a0c0de:   mov    0x10(%r12),%edx
    0.00 :	  3516a0c0e3:   mov    0x8(%r12),%rsi
    0.00 :	  3516a0c0e8:   mov    (%r12),%rdi
    0.00 :	  3516a0c0ec:   callq  3516a16f40 <__mprotect>
    0.00 :	  3516a0c0f1:   test   %eax,%eax
    0.00 :	  3516a0c0f3:   js     3516a0c165 <_dl_relocate_object+0xe75>
    0.00 :	  3516a0c0f5:   mov    0x18(%r12),%r12
    0.00 :	  3516a0c0fa:   test   %r12,%r12
    0.00 :	  3516a0c0fd:   je     3516a0b6f1 <_dl_relocate_object+0x401>
    0.00 :	  3516a0c103:   jmp    3516a0c0de <_dl_relocate_object+0xdee>
    0.00 :	  3516a0c105:   mov    0x50(%rbx),%rax
    0.00 :	  3516a0c109:   test   %rax,%rax
    0.00 :	  3516a0c10c:   je     3516a0c171 <_dl_relocate_object+0xe81>
    0.00 :	  3516a0c10e:   mov    0x8(%rax),%rsi
    0.00 :	  3516a0c112:   mov    $0x20,%edi
    0.00 :	  3516a0c117:   callq  3516a00ad0 <calloc@plt>
    0.00 :	  3516a0c11c:   test   %rax,%rax
    0.00 :	  3516a0c11f:   mov    %rax,0x328(%rbx)
    0.00 :	  3516a0c126:   lea    0x1043b(%rip),%rsi        # 3516a1c568 <expected1.10492+0x1107>
    0.00 :	  3516a0c12d:   jne    3516a0b6dc <_dl_relocate_object+0x3ec>
    0.00 :	  3516a0c133:   mov    0x213a4e(%rip),%rax        # 3516c1fb88 <_dl_argv>
    0.00 :	  3516a0c13a:   mov    0x8(%rbx),%rcx
    0.00 :	  3516a0c13e:   mov    $0x2,%edi
    0.00 :	  3516a0c143:   mov    (%rax),%rdx
    0.00 :	  3516a0c146:   lea    0xebb9(%rip),%rax        # 3516a1ad06 <intel_02_known+0x246>
    0.00 :	  3516a0c14d:   test   %rdx,%rdx
    0.00 :	  3516a0c150:   cmove  %rax,%rdx
    0.00 :	  3516a0c154:   xor    %eax,%eax
