 Percent |	Source code & Disassembly of sort for cycles
    0.00 :	  3516a09763:   mov    %r13d,(%rcx)
    0.00 :	  3516a09766:   add    %r8,%r9
    0.00 :	  3516a09769:   testb  $0x2,0xb4(%rsp)
    0.00 :	  3516a09771:   mov    %r9,0x8(%rcx)
    0.00 :	  3516a09775:   jne    3516a09808 <do_lookup_x+0x4a8>
    0.00 :	  3516a0977b:   mov    0x38(%rsp),%rsi
    0.00 :	  3516a09780:   mov    %rdi,0x18(%rcx)
    0.00 :	  3516a09784:   mov    %rsi,0x10(%rcx)
    0.00 :	  3516a09788:   movzbl 0x314(%rdi),%eax
    0.00 :	  3516a0978f:   and    $0x3,%eax
    0.00 :	  3516a09792:   cmp    $0x2,%al
    0.00 :	  3516a09794:   je     3516a09a04 <do_lookup_x+0x6a4>
    0.00 :	  3516a0979a:   mov    0x40(%rsp),%rdx
    0.00 :	  3516a0979f:   lea    0x216862(%rip),%rcx        # 3516c20008 <_rtld_global+0x8>
    0.00 :	  3516a097a6:   lea    (%rdx,%rdx,8),%rax
    0.00 :	  3516a097aa:   shl    $0x4,%rax
    0.00 :	  3516a097ae:   addq   $0x1,0x50(%rcx,%rax,1)
    0.00 :	  3516a097b4:   mov    0x50(%rsp),%rdi
    0.00 :	  3516a097b9:   callq  *0x217749(%rip)        # 3516c20f08 <_rtld_global+0xf08>
    0.00 :	  3516a097bf:   mov    0x38(%rsp),%rdx
    0.00 :	  3516a097c4:   jmpq   3516a09576 <do_lookup_x+0x216>
    0.00 :	  3516a097c9:   mov    0x88(%rsp),%rsi
    0.00 :	  3516a097d1:   mov    %r8,0x8(%rsp)
    0.00 :	  3516a097d6:   mov    %r9d,0x10(%rsp)
    0.00 :	  3516a097db:   mov    %r11,0x20(%rsp)
    0.00 :	  3516a097e0:   callq  3516a0ee50 <_dl_name_match_p>
    0.00 :	  3516a097e5:   test   %eax,%eax
    0.00 :	  3516a097e7:   mov    0x8(%rsp),%r8
    0.00 :	  3516a097ec:   mov    0x10(%rsp),%r9d
    0.00 :	  3516a097f1:   mov    0x20(%rsp),%r11
    0.00 :	  3516a097f6:   je     3516a094f8 <do_lookup_x+0x198>
    0.00 :	  3516a097fc:   or     $0xffffffffffffffff,%eax
    0.00 :	  3516a097ff:   jmpq   3516a09507 <do_lookup_x+0x1a7>
    0.00 :	  3516a09804:   nopl   0x0(%rax)
    0.00 :	  3516a09808:   mov    0xa0(%rsp),%rax
    0.00 :	  3516a09810:   mov    %rax,0x10(%rcx)
    0.00 :	  3516a09814:   mov    0x70(%rsp),%rax
    0.00 :	  3516a09819:   mov    %rax,0x18(%rcx)
    0.00 :	  3516a0981d:   jmpq   3516a0979a <do_lookup_x+0x43a>
    0.00 :	  3516a09822:   lea    0x1(%rbx),%rdi
    0.00 :	  3516a09826:   callq  3516a0edd0 <_dl_higher_prime_number>
    0.00 :	  3516a0982b:   mov    $0x20,%edi
    0.00 :	  3516a09830:   mov    %rax,%rsi
    0.00 :	  3516a09833:   mov    %rax,%r12
    0.00 :	  3516a09836:   callq  3516a00ad0 <calloc@plt>
    0.00 :	  3516a0983b:   test   %rax,%rax
    0.00 :	  3516a0983e:   mov    %rax,%r14
    0.00 :	  3516a09841:   je     3516a09c16 <do_lookup_x+0x8b6>
    0.00 :	  3516a09847:   lea    -0x2(%r12),%rax
    0.00 :	  3516a0984c:   test   %rbx,%rbx
    0.00 :	  3516a0984f:   mov    %rax,0x30(%rsp)
    0.00 :	  3516a09854:   je     3516a0995b <do_lookup_x+0x5fb>
    0.00 :	  3516a0985a:   lea    -0x2(%r12),%rdx
    0.00 :	  3516a0985f:   mov    0x70(%rsp),%rsi
    0.00 :	  3516a09864:   mov    0xa0(%rsp),%rcx
    0.00 :	  3516a0986c:   mov    %r13,0x68(%rsp)
    0.00 :	  3516a09871:   xor    %r10d,%r10d
    0.00 :	  3516a09874:   mov    %rbp,0x60(%rsp)
    0.00 :	  3516a09879:   mov    %rdx,0x30(%rsp)
    0.00 :	  3516a0987e:   mov    0xb4(%rsp),%edx
    0.00 :	  3516a09885:   mov    %rsi,0x58(%rsp)
    0.00 :	  3516a0988a:   mov    %rcx,0x48(%rsp)
    0.00 :	  3516a0988f:   mov    %rbp,%rsi
    0.00 :	  3516a09892:   and    $0x2,%edx
    0.00 :	  3516a09895:   mov    %edx,%r13d
    0.00 :	  3516a09898:   nopl   0x0(%rax,%rax,1)
    0.00 :	  3516a098a0:   mov    0x8(%rsi),%rbp
    0.00 :	  3516a098a4:   test   %rbp,%rbp
    0.00 :	  3516a098a7:   je     3516a09940 <do_lookup_x+0x5e0>
    0.00 :	  3516a098ad:   mov    (%rsi),%r8d
    0.00 :	  3516a098b0:   xor    %edx,%edx
    0.00 :	  3516a098b2:   mov    0x18(%rsi),%r9
    0.00 :	  3516a098b6:   mov    0x10(%rsi),%r11
    0.00 :	  3516a098ba:   mov    %r8d,%edi
    0.00 :	  3516a098bd:   mov    %rdi,%rax
    0.00 :	  3516a098c0:   div    %r12
    0.00 :	  3516a098c3:   mov    %rdi,%rax
    0.00 :	  3516a098c6:   mov    %rdx,%rcx
    0.00 :	  3516a098c9:   xor    %edx,%edx
    0.00 :	  3516a098cb:   divq   0x30(%rsp)
    0.00 :	  3516a098d0:   add    $0x1,%rdx
    0.00 :	  3516a098d4:   mov    %rdx,%rdi
    0.00 :	  3516a098d7:   shl    $0x5,%rdi
    0.00 :	  3516a098db:   lea    (%rcx,%rdx,1),%rax
    0.00 :	  3516a098df:   shl    $0x5,%rcx
    0.00 :	  3516a098e3:   lea    (%r14,%rcx,1),%rcx
    0.00 :	  3516a098e7:   jmp    3516a098f3 <do_lookup_x+0x593>
    0.00 :	  3516a098e9:   nopl   0x0(%rax)
    0.00 :	  3516a098f0:   mov    %r15,%rax
    0.00 :	  3516a098f3:   cmpq   $0x0,0x8(%rcx)
    0.00 :	  3516a098f8:   je     3516a09910 <do_lookup_x+0x5b0>
    0.00 :	  3516a098fa:   add    %rdi,%rcx
    0.00 :	  3516a098fd:   cmp    %r12,%rax
    0.00 :	  3516a09900:   lea    (%rax,%rdx,1),%r15
    0.00 :	  3516a09904:   jb     3516a098f0 <do_lookup_x+0x590>
    0.00 :	  3516a09906:   mov    %rax,%rcx
    0.00 :	  3516a09909:   sub    %r12,%rcx
    0.00 :	  3516a0990c:   jmp    3516a098db <do_lookup_x+0x57b>
    0.00 :	  3516a0990e:   xchg   %ax,%ax
    0.00 :	  3516a09910:   test   %r13d,%r13d
    0.00 :	  3516a09913:   mov    %r8d,(%rcx)
    0.00 :	  3516a09916:   mov    %rbp,0x8(%rcx)
    0.00 :	  3516a0991a:   jne    3516a099a0 <do_lookup_x+0x640>
    0.00 :	  3516a09920:   mov    %r11,0x10(%rcx)
    0.00 :	  3516a09924:   mov    %r9,0x18(%rcx)
    0.00 :	  3516a09928:   movzbl 0x314(%r9),%eax
    0.00 :	  3516a09930:   and    $0x3,%eax
    0.00 :	  3516a09933:   cmp    $0x2,%al
    0.00 :	  3516a09935:   jne    3516a09940 <do_lookup_x+0x5e0>
    0.00 :	  3516a09937:   orl    $0x8,0x3d4(%r9)
    0.00 :	  3516a0993f:   nop
    0.00 :	  3516a09940:   add    $0x1,%r10
    0.00 :	  3516a09944:   add    $0x20,%rsi
    0.00 :	  3516a09948:   cmp    %r10,%rbx
    0.00 :	  3516a0994b:   ja     3516a098a0 <do_lookup_x+0x540>
    0.00 :	  3516a09951:   mov    0x60(%rsp),%rbp
    0.00 :	  3516a09956:   mov    0x68(%rsp),%r13
    0.00 :	  3516a0995b:   mov    0x40(%rsp),%rcx
    0.00 :	  3516a09960:   lea    0x216699(%rip),%r15        # 3516c20000 <_rtld_global>
    0.00 :	  3516a09967:   mov    %rbp,%rdi
    0.00 :	  3516a0996a:   mov    %r14,%rbp
    0.00 :	  3516a0996d:   lea    (%rcx,%rcx,8),%rbx
    0.00 :	  3516a09971:   shl    $0x4,%rbx
    0.00 :	  3516a09975:   add    %rbx,%r15
    0.00 :	  3516a09978:   callq  *0x60(%r15)
    0.00 :	  3516a0997c:   mov    0x21665d(%rip),%rax        # 3516c1ffe0 <_GLOBAL_OFFSET_TABLE_+0x60>
    0.00 :	  3516a09983:   lea    0x21667e(%rip),%rsi        # 3516c20008 <_rtld_global+0x8>
    0.00 :	  3516a0998a:   mov    %r12,0x50(%r15)
    0.00 :	  3516a0998e:   mov    %r14,0x40(%rsi,%rbx,1)
    0.00 :	  3516a09993:   mov    %r12,%rbx
    0.00 :	  3516a09996:   mov    %rax,0x60(%r15)
    0.00 :	  3516a0999a:   jmpq   3516a096f2 <do_lookup_x+0x392>
    0.00 :	  3516a0999f:   nop
    0.00 :	  3516a099a0:   mov    0x48(%rsp),%rax
    0.00 :	  3516a099a5:   mov    0x58(%rsp),%rdx
    0.00 :	  3516a099aa:   mov    %rax,0x10(%rcx)
    0.00 :	  3516a099ae:   mov    %rdx,0x18(%rcx)
    0.00 :	  3516a099b2:   jmp    3516a09940 <do_lookup_x+0x5e0>
    0.00 :	  3516a099b4:   test   %rbx,%rbx
    0.00 :	  3516a099b7:   jne    3516a097b4 <do_lookup_x+0x454>
    0.00 :	  3516a099bd:   mov    $0x1f,%esi
    0.00 :	  3516a099c2:   mov    $0x20,%edi
    0.00 :	  3516a099c7:   callq  3516a00ad0 <calloc@plt>
    0.00 :	  3516a099cc:   test   %rax,%rax
    0.00 :	  3516a099cf:   mov    %rax,%rbp
    0.00 :	  3516a099d2:   je     3516a09c16 <do_lookup_x+0x8b6>
    0.00 :	  3516a099d8:   mov    %rax,0x40(%r14)
    0.00 :	  3516a099dc:   mov    0x2165fd(%rip),%rax        # 3516c1ffe0 <_GLOBAL_OFFSET_TABLE_+0x60>
    0.00 :	  3516a099e3:   mov    $0x1f,%ebx
    0.00 :	  3516a099e8:   movq   $0x1f,0x50(%r12)
    0.00 :	  3516a099f1:   movq   $0x1d,0x30(%rsp)
    0.00 :	  3516a099fa:   mov    %rax,0x60(%r12)
    0.00 :	  3516a099ff:   jmpq   3516a096f2 <do_lookup_x+0x392>
    0.00 :	  3516a09a04:   orl    $0x8,0x3d4(%rdi)
    0.00 :	  3516a09a0b:   jmpq   3516a0979a <do_lookup_x+0x43a>
    0.00 :	  3516a09a10:   mov    (%r15),%rax
    0.00 :	  3516a09a13:   mov    $0xffffffff,%edx
    0.00 :	  3516a09a18:   cmp    %rdx,%rax
    0.00 :	  3516a09a1b:   je     3516a09c3e <do_lookup_x+0x8de>
    0.00 :	  3516a09a21:   mov    0x2ec(%rsi),%ecx
    0.00 :	  3516a09a27:   xor    %edx,%edx
    0.00 :	  3516a09a29:   div    %rcx
    0.00 :	  3516a09a2c:   mov    0x308(%rsi),%rax
    0.00 :	  3516a09a33:   mov    (%rax,%rdx,4),%eax
    0.00 :	  3516a09a36:   mov    %r14,%rdx
    0.00 :	  3516a09a39:   mov    %rbx,%r14
    0.00 :	  3516a09a3c:   mov    %r11,%rbx
    0.00 :	  3516a09a3f:   mov    %eax,0xb0(%rsp)
    0.00 :	  3516a09a46:   jmp    3516a09aa2 <do_lookup_x+0x742>
    0.00 :	  3516a09a48:   mov    %eax,%eax
    0.00 :	  3516a09a4a:   mov    %rbx,%r10
    0.00 :	  3516a09a4d:   mov    %rdx,0x18(%rsp)
    0.00 :	  3516a09a52:   imul   $0x18,%rax,%rdi
    0.00 :	  3516a09a56:   mov    %r8,0x8(%rsp)
    0.00 :	  3516a09a5b:   mov    %r9d,0x10(%rsp)
    0.00 :	  3516a09a60:   add    0x30(%rsp),%rdi
    0.00 :	  3516a09a65:   callq  3516a091f0 <check_match.12442>
    0.00 :	  3516a09a6a:   test   %rax,%rax
    0.00 :	  3516a09a6d:   mov    0x18(%rsp),%rdx
    0.00 :	  3516a09a72:   mov    0x8(%rsp),%r8
    0.00 :	  3516a09a77:   mov    0x10(%rsp),%r9d
    0.00 :	  3516a09a7c:   jne    3516a09bc4 <do_lookup_x+0x864>
    0.00 :	  3516a09a82:   mov    0x88(%rsp),%rax
    0.00 :	  3516a09a8a:   mov    0xb0(%rsp),%ecx
    0.00 :	  3516a09a91:   mov    0x300(%rax),%rax
    0.00 :	  3516a09a98:   mov    (%rax,%rcx,4),%eax
    0.00 :	  3516a09a9b:   mov    %eax,0xb0(%rsp)
    0.00 :	  3516a09aa2:   test   %eax,%eax
    0.00 :	  3516a09aa4:   jne    3516a09a48 <do_lookup_x+0x6e8>
    0.00 :	  3516a09aa6:   mov    %rbx,%r11
    0.00 :	  3516a09aa9:   mov    %r14,%rbx
    0.00 :	  3516a09aac:   mov    %rdx,%r14
    0.00 :	  3516a09aaf:   jmpq   3516a094d1 <do_lookup_x+0x171>
    0.00 :	  3516a09ab4:   mov    0x8(%rax),%rdx
    0.00 :	  3516a09ab8:   mov    0x30(%rax),%rcx
    0.00 :	  3516a09abc:   cmpb   $0x0,(%rdx)
    0.00 :	  3516a09abf:   jne    3516a09acb <do_lookup_x+0x76b>
    0.00 :	  3516a09ac1:   mov    0x2160c0(%rip),%rax        # 3516c1fb88 <_dl_argv>
    0.00 :	  3516a09ac8:   mov    (%rax),%rdx
    0.00 :	  3516a09acb:   mov    0x90(%rsp),%rsi
    0.00 :	  3516a09ad3:   lea    0x1286e(%rip),%rdi        # 3516a1c348 <expected1.10492+0xee7>
    0.00 :	  3516a09ada:   xor    %eax,%eax
    0.00 :	  3516a09adc:   mov    %r8,0x8(%rsp)
    0.00 :	  3516a09ae1:   mov    %r9d,0x10(%rsp)
    0.00 :	  3516a09ae6:   mov    %r11,0x20(%rsp)
    0.00 :	  3516a09aeb:   callq  3516a0f5c0 <_dl_debug_printf>
    0.00 :	  3516a09af0:   mov    0x88(%rsp),%rax
    0.00 :	  3516a09af8:   mov    0x20(%rsp),%r11
    0.00 :	  3516a09afd:   mov    0x10(%rsp),%r9d
    0.00 :	  3516a09b02:   mov    0x8(%rsp),%r8
    0.00 :	  3516a09b07:   jmpq   3516a0944d <do_lookup_x+0xed>
    0.00 :	  3516a09b0c:   mov    0x2ec(%rsi),%ecx
    0.00 :	  3516a09b12:   xor    %edx,%edx
    0.00 :	  3516a09b14:   mov    %r13,%rax
    0.00 :	  3516a09b17:   div    %rcx
    0.00 :	  3516a09b1a:   mov    0x300(%rsi),%rax
    0.00 :	  3516a09b21:   mov    (%rax,%rdx,4),%eax
    0.00 :	  3516a09b24:   test   %eax,%eax
    0.00 :	  3516a09b26:   je     3516a094c6 <do_lookup_x+0x166>
    0.00 :	  3516a09b2c:   mov    %eax,%eax
    0.00 :	  3516a09b2e:   mov    %r14,%rcx
    0.00 :	  3516a09b31:   mov    %rbx,%r14
    0.00 :	  3516a09b34:   lea    0x0(,%rax,4),%rdx
    0.00 :	  3516a09b3c:   mov    %r11,%rbx
    0.00 :	  3516a09b3f:   add    0x308(%rsi),%rdx
    0.00 :	  3516a09b46:   jmp    3516a09b54 <do_lookup_x+0x7f4>
    0.00 :	  3516a09b48:   test   $0x1,%al
    0.00 :	  3516a09b4a:   jne    3516a09bd2 <do_lookup_x+0x872>
    0.00 :	  3516a09b50:   add    $0x4,%rdx
    0.00 :	  3516a09b54:   mov    (%rdx),%eax
    0.00 :	  3516a09b56:   mov    %eax,%esi
    0.00 :	  3516a09b58:   xor    %r13,%rsi
    0.00 :	  3516a09b5b:   shr    %rsi
    0.00 :	  3516a09b5e:   jne    3516a09b48 <do_lookup_x+0x7e8>
    0.00 :	  3516a09b60:   mov    0x88(%rsp),%rax
    0.00 :	  3516a09b68:   mov    %rdx,%rsi
    0.00 :	  3516a09b6b:   mov    %rbx,%r10
    0.00 :	  3516a09b6e:   sub    0x308(%rax),%rsi
    0.00 :	  3516a09b75:   mov    %rdx,0x18(%rsp)
    0.00 :	  3516a09b7a:   mov    %rcx,0x20(%rsp)
    0.00 :	  3516a09b7f:   mov    %r8,0x8(%rsp)
    0.00 :	  3516a09b84:   mov    %r9d,0x10(%rsp)
    0.00 :	  3516a09b89:   mov    %rsi,%rax
    0.00 :	  3516a09b8c:   sar    $0x2,%rax
    0.00 :	  3516a09b90:   mov    %eax,0xb0(%rsp)
    0.00 :	  3516a09b97:   mov    %eax,%eax
    0.00 :	  3516a09b99:   imul   $0x18,%rax,%rdi
    0.00 :	  3516a09b9d:   add    0x30(%rsp),%rdi
    0.00 :	  3516a09ba2:   callq  3516a091f0 <check_match.12442>
    0.00 :	  3516a09ba7:   test   %rax,%rax
    0.00 :	  3516a09baa:   mov    0x18(%rsp),%rdx
    0.00 :	  3516a09baf:   mov    0x20(%rsp),%rcx
    0.00 :	  3516a09bb4:   mov    0x8(%rsp),%r8
    0.00 :	  3516a09bb9:   mov    0x10(%rsp),%r9d
    0.00 :	  3516a09bbe:   jne    3516a09be0 <do_lookup_x+0x880>
    0.00 :	  3516a09bc0:   mov    (%rdx),%eax
    0.00 :	  3516a09bc2:   jmp    3516a09b48 <do_lookup_x+0x7e8>
    0.00 :	  3516a09bc4:   mov    %rbx,%r11
    0.00 :	  3516a09bc7:   mov    %r14,%rbx
    0.00 :	  3516a09bca:   mov    %rdx,%r14
    0.00 :	  3516a09bcd:   jmpq   3516a0952a <do_lookup_x+0x1ca>
    0.00 :	  3516a09bd2:   mov    %rbx,%r11
    0.00 :	  3516a09bd5:   mov    %r14,%rbx
    0.00 :	  3516a09bd8:   mov    %rcx,%r14
    0.00 :	  3516a09bdb:   jmpq   3516a094c6 <do_lookup_x+0x166>
    0.00 :	  3516a09be0:   mov    %rbx,%r11
    0.00 :	  3516a09be3:   mov    %r14,%rbx
    0.00 :	  3516a09be6:   mov    %rcx,%r14
    0.00 :	  3516a09be9:   jmpq   3516a0952a <do_lookup_x+0x1ca>
    0.00 :	  3516a09bee:   mov    0x28(%rsp),%rcx
    0.00 :	  3516a09bf3:   cmpq   $0x0,(%rcx)
    0.00 :	  3516a09bf7:   jne    3516a09540 <do_lookup_x+0x1e0>
    0.00 :	  3516a09bfd:   mov    0x28(%rsp),%rsi
    0.00 :	  3516a09c02:   mov    %rax,(%rsi)
    0.00 :	  3516a09c05:   mov    0x88(%rsp),%rax
    0.00 :	  3516a09c0d:   mov    %rax,0x8(%rsi)
    0.00 :	  3516a09c11:   jmpq   3516a09540 <do_lookup_x+0x1e0>
    0.00 :	  3516a09c16:   mov    0x50(%rsp),%rdi
    0.00 :	  3516a09c1b:   callq  *0x2172e7(%rip)        # 3516c20f08 <_rtld_global+0xf08>
    0.00 :	  3516a09c21:   lea    0x11239(%rip),%rsi        # 3516a1ae61 <intel_02_known+0x3a1>
    0.00 :	  3516a09c28:   mov    $0x2,%edi
    0.00 :	  3516a09c2d:   xor    %eax,%eax
    0.00 :	  3516a09c2f:   callq  3516a0f470 <_dl_dprintf>
    0.00 :	  3516a09c34:   mov    $0x7f,%edi
    0.00 :	  3516a09c39:   callq  3516a16fd0 <_Exit>
    0.00 :	  3516a09c3e:   mov    0x90(%rsp),%rdx
    0.00 :	  3516a09c46:   xor    %eax,%eax
    0.00 :	  3516a09c48:   movzbl (%rdx),%edi
    0.00 :	  3516a09c4b:   test   %dil,%dil
    0.00 :	  3516a09c4e:   je     3516a09cda <do_lookup_x+0x97a>
    0.00 :	  3516a09c54:   movzbl 0x1(%rdx),%ecx
    0.00 :	  3516a09c58:   movzbl %dil,%edi
    0.00 :	  3516a09c5c:   mov    %edi,%eax
    0.00 :	  3516a09c5e:   test   %cl,%cl
    0.00 :	  3516a09c60:   je     3516a09cda <do_lookup_x+0x97a>
    0.00 :	  3516a09c62:   shl    $0x4,%rdi
    0.00 :	  3516a09c66:   movzbl %cl,%ecx
    0.00 :	  3516a09c69:   lea    (%rcx,%rdi,1),%rdi
    0.00 :	  3516a09c6d:   movzbl 0x2(%rdx),%ecx
    0.00 :	  3516a09c71:   mov    %edi,%eax
    0.00 :	  3516a09c73:   test   %cl,%cl
    0.00 :	  3516a09c75:   je     3516a09cda <do_lookup_x+0x97a>
    0.00 :	  3516a09c77:   shl    $0x4,%rdi
    0.00 :	  3516a09c7b:   movzbl %cl,%ecx
    0.00 :	  3516a09c7e:   add    %rcx,%rdi
    0.00 :	  3516a09c81:   movzbl 0x3(%rdx),%ecx
    0.00 :	  3516a09c85:   mov    %edi,%eax
    0.00 :	  3516a09c87:   test   %cl,%cl
    0.00 :	  3516a09c89:   je     3516a09cda <do_lookup_x+0x97a>
    0.00 :	  3516a09c8b:   shl    $0x4,%rdi
    0.00 :	  3516a09c8f:   movzbl %cl,%ecx
    0.00 :	  3516a09c92:   add    %rcx,%rdi
    0.00 :	  3516a09c95:   movzbl 0x4(%rdx),%ecx
    0.00 :	  3516a09c99:   mov    %edi,%eax
    0.00 :	  3516a09c9b:   test   %cl,%cl
    0.00 :	  3516a09c9d:   je     3516a09cda <do_lookup_x+0x97a>
    0.00 :	  3516a09c9f:   shl    $0x4,%rdi
    0.00 :	  3516a09ca3:   movzbl %cl,%eax
    0.00 :	  3516a09ca6:   add    $0x5,%rdx
    0.00 :	  3516a09caa:   lea    (%rdi,%rax,1),%rax
    0.00 :	  3516a09cae:   movzbl (%rdx),%ecx
    0.00 :	  3516a09cb1:   test   %cl,%cl
    0.00 :	  3516a09cb3:   je     3516a09cd8 <do_lookup_x+0x978>
    0.00 :	  3516a09cb5:   movzbl %cl,%ecx
    0.00 :	  3516a09cb8:   shl    $0x4,%rax
    0.00 :	  3516a09cbc:   add    $0x1,%rdx
    0.00 :	  3516a09cc0:   add    %rcx,%rax
    0.00 :	  3516a09cc3:   mov    %rax,%rcx
    0.00 :	  3516a09cc6:   and    $0xf0000000,%ecx
    0.00 :	  3516a09ccc:   xor    %rcx,%rax
    0.00 :	  3516a09ccf:   shr    $0x18,%rcx
    0.00 :	  3516a09cd3:   xor    %rcx,%rax
    0.00 :	  3516a09cd6:   jmp    3516a09cae <do_lookup_x+0x94e>
    0.00 :	  3516a09cd8:   mov    %eax,%eax
    0.00 :	  3516a09cda:   mov    %rax,(%r15)
    0.00 :	  3516a09cdd:   jmpq   3516a09a21 <do_lookup_x+0x6c1>
